hora,latitude,longitude,altitude,velocidade(km/h),curso(°),date,satelites
13:41:26,-15.947390,-48.267017,934.9,0.5,0.0,110622,9
13:41:27,-15.947390,-48.267017,934.9,0.3,0.0,110622,9
13:41:28,-15.947390,-48.267017,934.9,0.3,0.0,110622,9
13:41:29,-15.947390,-48.267017,934.9,0.4,0.0,110622,9
13:41:30,-15.947389,-48.267017,935.0,0.1,0.0,110622,9
13:41:31,-15.947389,-48.267017,935.0,0.5,0.0,110622,9
13:41:32,-15.947389,-48.267017,935.1,0.2,0.0,110622,9
13:41:33,-15.947389,-48.267021,935.3,0.0,0.0,110622,9
13:41:35,-15.947389,-48.267021,935.3,0.1,0.0,110622,9
13:41:36,-15.947389,-48.267021,935.7,0.1,0.0,110622,9
13:41:37,-15.947389,-48.267021,935.8,0.1,0.0,110622,9
13:41:38,-15.947389,-48.267021,935.9,0.0,0.0,110622,9
13:41:39,-15.947389,-48.267021,936.0,0.0,0.0,110622,9
13:41:40,-15.947388,-48.267021,936.2,0.1,0.0,110622,9
13:41:41,-15.947387,-48.267021,936.3,0.1,0.0,110622,9
13:41:42,-15.947387,-48.267021,936.3,0.4,0.0,110622,9
13:41:43,-15.947387,-48.267021,936.2,0.4,0.0,110622,9
13:41:44,-15.947386,-48.267024,936.4,0.1,0.0,110622,9
13:41:46,-15.947386,-48.267021,936.4,0.0,0.0,110622,9
13:41:47,-15.947386,-48.267021,936.3,0.1,0.0,110622,9
13:41:48,-15.947386,-48.267021,936.2,0.2,0.0,110622,9
13:41:49,-15.947386,-48.267021,936.2,0.3,0.0,110622,9
13:41:50,-15.947386,-48.267021,936.2,0.3,0.0,110622,9
13:41:51,-15.947386,-48.267017,936.1,0.2,0.0,110622,9
13:41:52,-15.947385,-48.267017,936.1,0.2,0.0,110622,9
13:41:53,-15.947385,-48.267017,936.1,0.3,0.0,110622,9
13:41:54,-15.947385,-48.267017,936.1,0.1,0.0,110622,9
13:41:55,-15.947384,-48.267017,936.3,0.1,0.0,110622,9
13:41:56,-15.947384,-48.267017,936.3,0.1,0.0,110622,9
13:41:58,-15.947383,-48.267017,936.4,0.1,0.0,110622,9
13:41:59,-15.947382,-48.267017,936.4,0.0,0.0,110622,9
13:42:00,-15.947381,-48.267021,936.4,0.0,0.0,110622,9
13:42:01,-15.947381,-48.267021,936.4,0.2,0.0,110622,9
13:42:02,-15.947381,-48.267021,936.5,0.0,0.0,110622,9
13:42:03,-15.947381,-48.267021,936.5,0.3,0.0,110622,9
13:42:04,-15.947380,-48.267021,936.6,0.5,0.0,110622,9
13:42:05,-15.947380,-48.267021,936.6,0.1,0.0,110622,9
13:42:06,-15.947379,-48.267021,936.6,0.1,0.0,110622,8
13:42:07,-15.947378,-48.267021,936.6,0.2,0.0,110622,8
13:42:09,-15.947377,-48.267021,936.6,0.3,0.0,110622,8
13:42:10,-15.947376,-48.267024,936.5,0.1,0.0,110622,8
13:42:11,-15.947376,-48.267024,936.5,0.1,0.0,110622,8
13:42:12,-15.947375,-48.267021,936.4,0.1,0.0,110622,8
13:42:13,-15.947375,-48.267021,936.3,0.5,0.0,110622,8
13:42:15,-15.947375,-48.267021,936.3,0.1,0.0,110622,9
13:42:16,-15.947374,-48.267021,936.4,0.1,0.0,110622,9
13:42:17,-15.947373,-48.267021,936.5,0.2,0.0,110622,9
13:42:18,-15.947372,-48.267024,936.7,0.1,0.0,110622,9
13:42:19,-15.947372,-48.267024,936.8,0.1,0.0,110622,9
13:42:20,-15.947371,-48.267024,936.9,0.1,0.0,110622,9
13:42:21,-15.947371,-48.267024,937.0,0.1,0.0,110622,9
13:42:22,-15.947370,-48.267024,937.3,0.1,0.0,110622,9
13:42:23,-15.947369,-48.267024,937.5,0.1,0.0,110622,9
13:42:24,-15.947368,-48.267024,937.7,0.2,0.0,110622,9
13:42:26,-15.947365,-48.267028,938.0,0.1,0.0,110622,9
13:42:27,-15.947364,-48.267028,938.9,0.0,0.0,110622,9
13:42:28,-15.947363,-48.267028,939.2,0.2,0.0,110622,9
13:42:29,-15.947363,-48.267028,939.3,0.1,0.0,110622,9
13:42:30,-15.947363,-48.267028,939.4,0.1,0.0,110622,9
13:42:31,-15.947364,-48.267028,939.4,0.0,0.0,110622,9
13:42:32,-15.947365,-48.267028,939.4,0.1,0.0,110622,9
13:42:33,-15.947366,-48.267028,939.4,0.3,0.0,110622,8
13:42:34,-15.947367,-48.267024,939.4,0.0,0.0,110622,8
13:42:35,-15.947369,-48.267024,939.2,0.3,0.0,110622,8
13:42:36,-15.947370,-48.267021,939.1,0.2,0.0,110622,9
13:42:38,-15.947371,-48.267021,939.0,0.2,0.0,110622,9
13:42:39,-15.947372,-48.267021,939.0,0.2,0.0,110622,9
13:42:40,-15.947373,-48.267017,938.9,0.3,0.0,110622,9
13:42:41,-15.947374,-48.267017,938.9,0.2,0.0,110622,9
13:42:42,-15.947375,-48.267017,938.9,0.1,0.0,110622,9
13:42:43,-15.947376,-48.267017,938.8,0.1,0.0,110622,9
13:42:44,-15.947377,-48.267017,938.7,0.2,0.0,110622,8
13:42:45,-15.947378,-48.267013,938.7,0.1,0.0,110622,8
13:42:46,-15.947379,-48.267013,938.6,0.3,0.0,110622,8
13:42:47,-15.947379,-48.267013,938.6,0.3,0.0,110622,8
13:42:49,-15.947379,-48.267013,938.7,0.2,0.0,110622,8
13:42:50,-15.947379,-48.267013,938.9,0.1,0.0,110622,8
13:42:51,-15.947379,-48.267017,939.0,0.0,0.0,110622,8
13:42:52,-15.947379,-48.267017,939.2,0.1,0.0,110622,8
13:42:53,-15.947379,-48.267017,939.3,0.0,0.0,110622,8
13:42:54,-15.947379,-48.267017,939.5,0.2,0.0,110622,9
13:42:55,-15.947379,-48.267017,939.7,0.1,0.0,110622,9
13:42:56,-15.947379,-48.267017,939.9,0.1,0.0,110622,9
13:42:57,-15.947379,-48.267017,940.1,0.2,0.0,110622,9
13:42:58,-15.947379,-48.267017,940.3,0.3,0.0,110622,8
13:43:00,-15.947379,-48.267021,940.6,0.0,0.0,110622,7
13:43:01,-15.947380,-48.267017,940.8,0.2,0.0,110622,8
13:43:02,-15.947381,-48.267017,940.7,0.2,0.0,110622,8
13:43:03,-15.947381,-48.267017,940.8,0.1,0.0,110622,8
13:43:04,-15.947381,-48.267017,940.8,0.0,0.0,110622,7
13:43:05,-15.947382,-48.267017,940.7,0.2,0.0,110622,8
13:43:06,-15.947383,-48.267017,940.7,0.1,0.0,110622,8
13:43:07,-15.947383,-48.267017,940.8,0.1,0.0,110622,8
13:43:08,-15.947383,-48.267013,940.8,0.1,0.0,110622,8
13:43:09,-15.947384,-48.267013,940.9,0.1,0.0,110622,8
13:43:11,-15.947384,-48.267013,941.0,0.1,0.0,110622,8
13:43:12,-15.947384,-48.267013,941.0,0.1,0.0,110622,8
13:43:13,-15.947384,-48.267013,940.9,0.2,0.0,110622,8
13:43:14,-15.947384,-48.267013,940.9,0.3,0.0,110622,8
13:43:15,-15.947385,-48.267013,940.9,0.3,0.0,110622,8
13:43:17,-15.947384,-48.267013,940.9,0.1,0.0,110622,9
13:43:18,-15.947384,-48.267013,940.9,0.0,0.0,110622,9
13:43:19,-15.947384,-48.267013,940.9,0.1,0.0,110622,9
13:43:20,-15.947384,-48.267013,940.8,0.0,0.0,110622,9
13:43:21,-15.947385,-48.267013,940.7,0.1,0.0,110622,8
13:43:22,-15.947385,-48.267013,940.7,0.1,0.0,110622,8
13:43:23,-15.947385,-48.267013,940.6,0.1,0.0,110622,8
13:43:24,-15.947385,-48.267013,940.6,0.0,0.0,110622,8
13:43:25,-15.947385,-48.267013,940.6,0.4,0.0,110622,9
13:43:26,-15.947384,-48.267013,940.6,0.1,0.0,110622,9
13:43:28,-15.947385,-48.267013,940.5,0.1,0.0,110622,8
13:43:29,-15.947385,-48.267013,940.4,0.1,0.0,110622,8
13:43:30,-15.947386,-48.267013,940.4,0.1,0.0,110622,8
13:43:31,-15.947387,-48.267013,940.3,0.2,0.0,110622,8
13:43:32,-15.947388,-48.267013,940.2,0.2,0.0,110622,9
13:43:33,-15.947388,-48.267013,940.3,0.3,0.0,110622,9
13:43:34,-15.947388,-48.267013,940.2,0.1,0.0,110622,9
13:43:35,-15.947389,-48.267009,940.1,0.0,0.0,110622,9
13:43:36,-15.947389,-48.267009,940.1,0.1,0.0,110622,9
13:43:37,-15.947389,-48.267009,940.2,0.1,0.0,110622,9
13:43:39,-15.947389,-48.267009,940.2,0.4,0.0,110622,9
13:43:40,-15.947388,-48.267009,940.3,0.2,0.0,110622,9
13:43:41,-15.947388,-48.267009,940.4,0.2,0.0,110622,9
13:43:42,-15.947388,-48.267013,940.4,0.1,0.0,110622,9
13:43:43,-15.947387,-48.267013,940.5,0.1,0.0,110622,9
13:43:44,-15.947386,-48.267013,940.5,0.1,0.0,110622,9
13:43:45,-15.947385,-48.267013,940.6,0.1,0.0,110622,9
13:43:46,-15.947384,-48.267013,940.6,0.1,0.0,110622,9
13:43:47,-15.947383,-48.267017,940.7,0.0,0.0,110622,9
13:43:49,-15.947381,-48.267017,940.9,0.1,0.0,110622,9
13:43:50,-15.947381,-48.267021,941.1,0.1,0.0,110622,9
13:43:51,-15.947381,-48.267021,941.2,0.1,0.0,110622,9
13:43:52,-15.947381,-48.267021,941.3,0.1,0.0,110622,9
13:43:53,-15.947381,-48.267021,941.4,0.1,0.0,110622,9
13:43:54,-15.947381,-48.267021,941.5,0.0,0.0,110622,9
13:43:55,-15.947381,-48.267021,941.4,0.1,0.0,110622,10
13:43:56,-15.947381,-48.267021,941.4,0.1,0.0,110622,10
13:43:57,-15.947382,-48.267021,941.2,0.0,0.0,110622,10
13:43:58,-15.947383,-48.267021,941.0,0.1,0.0,110622,10
13:44:00,-15.947385,-48.267021,940.8,0.1,0.0,110622,10
13:44:01,-15.947386,-48.267021,940.2,0.4,0.0,110622,10
13:44:02,-15.947387,-48.267021,939.9,0.1,0.0,110622,10
13:44:03,-15.947388,-48.267021,939.8,0.1,0.0,110622,10
13:44:04,-15.947389,-48.267021,939.7,0.2,0.0,110622,10
13:44:05,-15.947390,-48.267017,939.5,0.1,0.0,110622,10
13:44:06,-15.947391,-48.267017,939.3,0.2,0.0,110622,10
13:44:07,-15.947392,-48.267017,939.2,0.1,0.0,110622,10
13:44:08,-15.947392,-48.267017,939.1,0.1,0.0,110622,10
13:44:09,-15.947393,-48.267017,939.0,0.0,0.0,110622,10
13:44:11,-15.947394,-48.267017,938.8,0.0,0.0,110622,10
13:44:12,-15.947395,-48.267021,938.8,0.1,0.0,110622,10
13:44:13,-15.947395,-48.267021,938.7,0.1,0.0,110622,10
13:44:14,-15.947396,-48.267021,938.7,0.1,0.0,110622,10
13:44:15,-15.947396,-48.267021,938.7,0.1,0.0,110622,10
13:44:17,-15.947397,-48.267021,938.7,0.1,0.0,110622,10
13:44:18,-15.947397,-48.267021,938.7,0.2,0.0,110622,10
13:44:19,-15.947397,-48.267024,938.6,0.1,0.0,110622,10
13:44:20,-15.947397,-48.267024,938.6,0.1,0.0,110622,10
13:44:21,-15.947397,-48.267024,938.7,0.1,0.0,110622,9
13:44:22,-15.947397,-48.267024,938.8,0.0,0.0,110622,9
13:44:23,-15.947397,-48.267024,938.9,0.1,0.0,110622,9
13:44:24,-15.947397,-48.267028,939.0,0.0,0.0,110622,9
13:44:25,-15.947397,-48.267028,939.1,0.1,0.0,110622,9
13:44:27,-15.947397,-48.267028,939.1,0.1,0.0,110622,9
13:44:28,-15.947397,-48.267028,939.6,0.1,0.0,110622,9
13:44:29,-15.947398,-48.267028,939.7,0.1,0.0,110622,9
13:44:30,-15.947398,-48.267024,939.9,0.1,0.0,110622,9
13:44:31,-15.947399,-48.267024,940.0,0.1,0.0,110622,9
13:44:32,-15.947399,-48.267024,940.2,0.1,0.0,110622,9
13:44:33,-15.947400,-48.267024,940.3,0.0,0.0,110622,9
13:44:34,-15.947400,-48.267021,940.4,0.1,0.0,110622,9
13:44:35,-15.947400,-48.267021,940.5,0.1,0.0,110622,9
13:44:36,-15.947400,-48.267021,940.8,0.0,0.0,110622,9
13:44:38,-15.947400,-48.267021,940.9,0.1,0.0,110622,10
13:44:39,-15.947400,-48.267017,940.8,0.1,0.0,110622,10
13:44:40,-15.947400,-48.267017,940.7,0.0,0.0,110622,10
13:44:41,-15.947400,-48.267017,940.5,0.0,0.0,110622,10
13:44:42,-15.947400,-48.267017,940.4,0.0,0.0,110622,10
13:44:43,-15.947401,-48.267017,940.3,0.1,0.0,110622,10
13:44:44,-15.947401,-48.267017,940.2,0.1,0.0,110622,10
13:44:45,-15.947402,-48.267017,940.0,0.1,0.0,110622,10
13:44:46,-15.947402,-48.267013,939.9,0.1,0.0,110622,10
13:44:48,-15.947402,-48.267013,939.9,0.1,0.0,110622,10
13:44:49,-15.947403,-48.267013,939.8,0.1,0.0,110622,10
13:44:50,-15.947404,-48.267013,939.7,0.1,0.0,110622,9
13:44:51,-15.947404,-48.267013,939.6,0.3,0.0,110622,9
13:44:52,-15.947405,-48.267009,939.5,0.2,0.0,110622,10
13:44:53,-15.947405,-48.267009,939.4,0.1,0.0,110622,10
13:44:54,-15.947406,-48.267009,939.2,0.0,0.0,110622,10
13:44:55,-15.947406,-48.267009,939.2,0.2,0.0,110622,10
13:44:56,-15.947407,-48.267009,939.0,0.2,0.0,110622,10
13:44:57,-15.947407,-48.267005,938.9,0.0,0.0,110622,10
13:44:59,-15.947407,-48.267009,938.6,0.2,0.0,110622,10
13:45:00,-15.947407,-48.267009,938.5,0.5,0.0,110622,10
13:45:01,-15.947407,-48.267009,938.5,0.1,0.0,110622,10
13:45:02,-15.947407,-48.267009,938.4,0.2,0.0,110622,10
13:45:03,-15.947408,-48.267009,938.3,0.0,0.0,110622,10
13:45:04,-15.947408,-48.267009,938.2,0.3,0.0,110622,10
13:45:05,-15.947408,-48.267009,938.2,0.2,0.0,110622,10
13:45:06,-15.947408,-48.267009,938.0,0.3,0.0,110622,10
13:45:07,-15.947408,-48.267013,937.8,0.2,0.0,110622,10
13:45:09,-15.947408,-48.267013,937.7,0.1,0.0,110622,10
13:45:10,-15.947408,-48.267017,937.3,0.0,0.0,110622,10
13:45:11,-15.947407,-48.267017,937.3,0.1,0.0,110622,10
13:45:12,-15.947407,-48.267017,937.2,0.1,0.0,110622,10
13:45:13,-15.947407,-48.267017,937.0,0.0,0.0,110622,10
13:45:14,-15.947407,-48.267017,936.8,0.4,0.0,110622,10
13:45:16,-15.947408,-48.267021,936.4,0.4,0.0,110622,10
13:45:17,-15.947409,-48.267021,936.2,0.2,0.0,110622,10
13:45:18,-15.947409,-48.267021,936.1,0.0,0.0,110622,10
13:45:19,-15.947409,-48.267021,935.9,0.1,0.0,110622,10
13:45:20,-15.947410,-48.267021,935.8,0.2,0.0,110622,10
13:45:21,-15.947410,-48.267017,935.7,0.1,0.0,110622,10
13:45:22,-15.947411,-48.267017,935.6,0.1,0.0,110622,10
13:45:23,-15.947412,-48.267017,935.4,0.2,0.0,110622,10
13:45:24,-15.947412,-48.267017,935.2,0.1,0.0,110622,10
13:45:26,-15.947413,-48.267017,935.2,0.3,0.0,110622,10
13:45:27,-15.947413,-48.267017,934.8,0.2,0.0,110622,10
13:45:28,-15.947414,-48.267013,934.7,0.1,0.0,110622,10
13:45:29,-15.947415,-48.267013,934.5,0.1,0.0,110622,10
13:45:30,-15.947415,-48.267013,934.5,0.0,0.0,110622,10
13:45:31,-15.947416,-48.267013,934.4,0.1,0.0,110622,10
13:45:32,-15.947417,-48.267009,934.4,0.1,0.0,110622,10
13:45:33,-15.947418,-48.267009,934.3,0.2,0.0,110622,10
13:45:34,-15.947418,-48.267009,934.2,0.0,0.0,110622,9
13:45:35,-15.947419,-48.267009,934.2,0.1,0.0,110622,9
13:45:37,-15.947420,-48.267005,934.1,0.2,0.0,110622,10
13:45:38,-15.947420,-48.267005,934.1,0.0,0.0,110622,10
13:45:39,-15.947421,-48.267005,934.1,0.1,0.0,110622,10
13:45:40,-15.947421,-48.267005,934.1,0.1,0.0,110622,10
13:45:41,-15.947421,-48.267002,934.1,0.1,0.0,110622,10
13:45:42,-15.947421,-48.267002,934.1,0.0,0.0,110622,9
13:45:43,-15.947421,-48.267002,934.1,0.1,0.0,110622,9
13:45:44,-15.947421,-48.267002,934.0,0.2,0.0,110622,10
13:45:45,-15.947421,-48.267002,933.9,0.2,0.0,110622,10
13:45:46,-15.947421,-48.267002,933.8,0.1,0.0,110622,10
13:45:48,-15.947421,-48.267002,933.8,0.1,0.0,110622,10
13:45:49,-15.947421,-48.267002,933.7,0.0,0.0,110622,9
13:45:50,-15.947421,-48.267002,933.6,0.1,0.0,110622,10
13:45:51,-15.947421,-48.267002,933.6,0.0,0.0,110622,10
13:45:52,-15.947421,-48.266998,933.5,0.0,0.0,110622,10
