hora,latitude,longitude,altitude,velocidade(km/h),curso(°),date,satelites
13:45:53,-15.947421,-48.266998,933.4,0.1,0.0,110622,10
13:45:54,-15.947421,-48.266998,933.4,0.1,0.0,110622,10
13:45:55,-15.947421,-48.266998,933.3,0.0,0.0,110622,10
13:45:56,-15.947421,-48.266994,933.3,0.1,0.0,110622,10
13:45:58,-15.947421,-48.266994,933.3,0.0,0.0,110622,10
13:45:59,-15.947421,-48.266994,933.4,0.1,0.0,110622,10
13:46:00,-15.947421,-48.266994,933.4,0.1,0.0,110622,10
13:46:01,-15.947420,-48.266994,933.4,0.1,0.0,110622,10
13:46:02,-15.947421,-48.266990,933.4,0.0,0.0,110622,10
13:46:03,-15.947421,-48.266990,933.5,0.1,0.0,110622,10
13:46:04,-15.947422,-48.266990,933.5,0.1,0.0,110622,10
13:46:05,-15.947422,-48.266990,933.6,0.1,0.0,110622,10
13:46:06,-15.947422,-48.266990,933.6,0.0,0.0,110622,9
13:46:07,-15.947422,-48.266986,933.6,0.2,0.0,110622,10
13:46:09,-15.947422,-48.266986,933.5,0.1,0.0,110622,10
13:46:10,-15.947422,-48.266986,933.5,0.2,0.0,110622,10
13:46:11,-15.947422,-48.266986,933.5,0.0,0.0,110622,10
13:46:12,-15.947422,-48.266986,933.4,0.1,0.0,110622,10
13:46:13,-15.947422,-48.266986,933.4,0.1,0.0,110622,10
13:46:14,-15.947421,-48.266986,933.3,0.0,0.0,110622,10
13:46:16,-15.947420,-48.266990,933.3,0.0,0.0,110622,10
13:46:17,-15.947419,-48.266990,933.3,0.1,0.0,110622,10
13:46:18,-15.947419,-48.266990,933.3,0.1,0.0,110622,10
13:46:19,-15.947418,-48.266990,933.2,0.0,0.0,110622,10
13:46:20,-15.947417,-48.266994,933.1,0.0,0.0,110622,10
13:46:21,-15.947416,-48.266994,933.1,0.1,0.0,110622,10
13:46:22,-15.947415,-48.266994,933.1,0.1,0.0,110622,10
13:46:23,-15.947414,-48.266994,933.0,0.1,0.0,110622,10
13:46:24,-15.947414,-48.266994,933.0,0.1,0.0,110622,10
13:46:25,-15.947414,-48.266994,933.0,0.1,0.0,110622,10
13:46:27,-15.947413,-48.266994,933.0,0.1,0.0,110622,10
13:46:28,-15.947413,-48.266998,932.9,0.1,0.0,110622,10
13:46:29,-15.947412,-48.266998,933.0,0.1,0.0,110622,10
13:46:30,-15.947412,-48.266998,933.0,0.1,0.0,110622,10
13:46:31,-15.947412,-48.266998,933.0,0.0,0.0,110622,10
13:46:32,-15.947412,-48.266998,933.0,0.1,0.0,110622,10
13:46:33,-15.947411,-48.266998,933.0,0.1,0.0,110622,10
13:46:34,-15.947411,-48.266998,933.0,0.1,0.0,110622,10
13:46:35,-15.947411,-48.266998,932.9,0.1,0.0,110622,10
13:46:37,-15.947411,-48.266998,932.9,0.1,0.0,110622,10
13:46:38,-15.947411,-48.266998,932.9,0.1,0.0,110622,10
13:46:39,-15.947411,-48.266998,932.9,0.1,0.0,110622,10
13:46:40,-15.947411,-48.266994,932.9,0.1,0.0,110622,10
13:46:41,-15.947412,-48.266994,933.0,0.1,0.0,110622,10
13:46:42,-15.947412,-48.266994,933.1,0.0,0.0,110622,10
13:46:43,-15.947412,-48.266994,933.1,0.1,0.0,110622,10
13:46:44,-15.947413,-48.266994,933.2,0.1,0.0,110622,10
13:46:45,-15.947413,-48.266994,933.2,0.0,0.0,110622,10
13:46:46,-15.947412,-48.266994,933.2,0.1,0.0,110622,10
13:46:48,-15.947412,-48.266990,933.2,0.1,0.0,110622,10
13:46:49,-15.947412,-48.266990,933.1,0.0,0.0,110622,10
